order_id,payment_sequential,payment_type,payment_installments,payment_value
351515,1,debit_card,1,2556.52
172534,1,debit_card,1,1814.97
584367,1,boleto,1,937.75
755141,1,voucher,1,3143.26
724205,1,credit_card,1,648.49
724205,2,boleto,1,4204.02
911280,1,boleto,1,2525.19
764692,1,debit_card,1,1943.78
224818,1,boleto,1,2661.33
225967,1,debit_card,1,3897.59
560310,1,credit_card,1,602.29
727622,1,boleto,1,6588.95
962852,1,boleto,1,5202.51
194062,1,credit_card,1,4372.24
880610,1,boleto,1,4234.98
209005,1,credit_card,3,2971.31
643822,1,voucher,1,317.99
241408,1,debit_card,1,612.79
233514,1,boleto,1,5161.72
757901,1,voucher,1,1263.93
658888,1,credit_card,1,2926.94
547071,1,boleto,1,2447.94
420931,1,voucher,1,1096.39
737712,1,debit_card,1,2299.04
488321,1,boleto,1,4627.44
827172,1,credit_card,6,891.68
253632,1,boleto,1,2642.54
210052,1,credit_card,1,1888.58
292542,1,debit_card,1,2093.86
924135,1,boleto,1,540.59
469741,1,voucher,1,3679.92
206592,1,voucher,1,593.47
352801,1,credit_card,1,156.86
352801,2,credit_card,6,224.71
352801,3,credit_card,1,1785.88
386652,1,voucher,1,6407.77
551961,1,credit_card,1,665.5
551961,2,voucher,1,2530.12
394306,1,boleto,1,4890.38
982646,1,boleto,1,1025.61
217405,1,voucher,1,2259.51
502582,1,credit_card,12,1370.32
221028,1,debit_card,1,1473.24
828299,1,voucher,1,4349.55
412828,1,credit_card,6,3341.73
384599,1,voucher,1,3564.19
295418,1,debit_card,1,863.37
748563,1,debit_card,1,1529.15
957856,1,voucher,1,6310.03
122393,1,credit_card,3,4588.57
441941,1,credit_card,6,2496.67
259395,1,debit_card,1,3958.74
497843,1,debit_card,1,5931.61
561976,1,credit_card,6,4322.9
307024,1,credit_card,3,2448.66
691668,1,credit_card,3,3532.38
914702,1,boleto,1,1169.69
955488,1,credit_card,12,1624.33
562016,1,voucher,1,3110.55
416307,1,voucher,1,2508.05
864728,1,voucher,1,2561.54
639671,1,debit_card,1,2104.91
907199,1,boleto,1,1811.85
674989,1,boleto,1,1786.25
717556,1,boleto,1,680.47
717556,2,credit_card,12,4509.96
694447,1,credit_card,1,2278.76
546712,1,debit_card,1,919.96
267514,1,voucher,1,1774.62
879412,1,credit_card,1,2294.7
156286,1,debit_card,1,2510.64
815236,1,voucher,1,2814.73
896023,1,debit_card,1,982.36
143586,1,debit_card,1,4493.47
194267,1,boleto,1,691.4
194267,2,voucher,1,487.4
194267,3,voucher,1,5830.95
654751,1,boleto,1,3027.5
484283,1,voucher,1,1968.05
904138,1,credit_card,3,2873.08
753657,1,debit_card,1,2081.13
972811,1,boleto,1,3042.39
617489,1,debit_card,1,6483.18
264460,1,debit_card,1,3330.1
462101,1,debit_card,1,3279.03
681071,1,credit_card,1,185.05
809111,1,boleto,1,2512.64
872507,1,debit_card,1,4042.74
454412,1,debit_card,1,1555.89
312986,1,debit_card,1,7138.13
246306,1,boleto,1,1290.31
785376,1,credit_card,3,1663.28
564279,1,credit_card,12,419.33
564279,2,boleto,1,1853.46
575162,1,debit_card,1,2170.44
341476,1,boleto,1,4007.83
360132,1,voucher,1,6022.48
995915,1,debit_card,1,3959.14
384195,1,boleto,1,3311.64
458840,1,voucher,1,3552.75
449847,1,boleto,1,5543.76
259441,1,voucher,1,3249.99
575513,1,credit_card,6,4387.52
756258,1,debit_card,1,196.95
872440,1,boleto,1,2964.73
441343,1,debit_card,1,3223.98
344054,1,credit_card,1,657.97
842251,1,debit_card,1,841.38
842251,2,boleto,1,353.1
842251,3,voucher,1,941.92
767164,1,debit_card,1,2321.97
168682,1,voucher,1,6345.94
996309,1,debit_card,1,2243.52
691654,1,voucher,1,299.8
693855,1,credit_card,3,2112.48
438365,1,voucher,1,1793.17
366405,1,boleto,1,2754.38
298815,1,credit_card,12,1533.26
574794,1,credit_card,3,5481.24
914495,1,credit_card,1,2690.71
672301,1,voucher,1,1790.47
407163,1,boleto,1,1009.68
948191,1,boleto,1,1177.63
883553,1,debit_card,1,108.88
642798,1,voucher,1,1137.1
912538,1,boleto,1,2948.85
108509,1,credit_card,12,3269.23
843616,1,voucher,1,4787.62
362106,1,boleto,1,3183.62
744133,1,credit_card,12,1161.11
672523,1,boleto,1,996.67
476391,1,debit_card,1,2659.6
657318,1,voucher,1,1954.2
686448,1,boleto,1,3282.62
172077,1,debit_card,1,4889.21
901543,1,boleto,1,5963.29
873058,1,voucher,1,163.36
873058,2,credit_card,1,1525.85
873058,3,debit_card,1,1765.54
172816,1,credit_card,1,3165.73
602064,1,debit_card,1,3238.34
721267,1,voucher,1,55.43
758602,1,debit_card,1,6082.61
363686,1,debit_card,1,2442.35
779084,1,boleto,1,6733.24
324560,1,boleto,1,1771.78
976043,1,voucher,1,2261.76
214054,1,voucher,1,1641.93
535392,1,voucher,1,95.52
787353,1,credit_card,1,1503.25
995526,1,boleto,1,3367.78
595693,1,voucher,1,6305.46
973741,1,voucher,1,4722.08
798095,1,credit_card,3,881.57
295497,1,credit_card,1,1145.07
464777,1,voucher,1,4350.28
530473,1,boleto,1,5790.96
931546,1,debit_card,1,919.5
528861,1,voucher,1,2166.24
935106,1,voucher,1,6321.79
302979,1,boleto,1,1504.42
132822,1,credit_card,3,1472.67
505128,1,voucher,1,4162.58
232564,1,credit_card,3,5917.82
485079,1,voucher,1,772.52
281831,1,boleto,1,2852.48
257292,1,voucher,1,959.66
184074,1,debit_card,1,401.09
184074,2,boleto,1,4286.72
592246,1,debit_card,1,6104.36
425339,1,voucher,1,1699.22
888221,1,debit_card,1,84.59
535541,1,boleto,1,2578.18
747205,1,voucher,1,4903.3
829875,1,credit_card,12,282.17
774995,1,debit_card,1,3824.23
249168,1,boleto,1,1074.71
369847,1,boleto,1,5618.32
598999,1,voucher,1,2941.74
588173,1,voucher,1,1144.18
588173,2,debit_card,1,2228.44
571565,1,voucher,1,3194.25
815646,1,voucher,1,4912.19
591758,1,voucher,1,448.79
370374,1,boleto,1,225.74
370374,2,debit_card,1,7101.17
119737,1,voucher,1,563.28
649708,1,boleto,1,896.69
325603,1,boleto,1,2937.23
492902,1,debit_card,1,1644.9
316160,1,boleto,1,2122.45
196889,1,boleto,1,722.48
196889,2,voucher,1,2595.33
724199,1,credit_card,1,3772.96
191159,1,boleto,1,729.65
191159,2,credit_card,6,1404.34
536108,1,boleto,1,872.46
536108,2,debit_card,1,95.63
536108,3,credit_card,6,1906.09
514099,1,voucher,1,2662.33
742549,1,boleto,1,3752.03
326804,1,boleto,1,2103.44
171677,1,boleto,1,3646.32
440122,1,voucher,1,4218.79
761666,1,debit_card,1,493.36
636209,1,voucher,1,4952.96
736111,1,debit_card,1,7801.86
174535,1,voucher,1,2636.29
792866,1,boleto,1,2545.76
792866,2,credit_card,6,83.85
792866,3,credit_card,1,3051.64
250613,1,debit_card,1,5161.47
304570,1,debit_card,1,3733.33
762373,1,credit_card,3,229.57
762373,2,credit_card,3,3575.92
326968,1,voucher,1,2712.3
430185,1,boleto,1,1483.73
681925,1,boleto,1,3025.69
149347,1,boleto,1,1543.91
942908,1,debit_card,1,2771.64
815294,1,voucher,1,68.04
815294,2,debit_card,1,162.83
815294,3,credit_card,3,2953.39
314570,1,debit_card,1,424.34
286368,1,voucher,1,6937.0
152547,1,debit_card,1,2873.64
757365,1,debit_card,1,914.78
588051,1,boleto,1,2098.89
588051,2,credit_card,1,2382.06
588051,3,voucher,1,4434.4
317245,1,boleto,1,5027.34
260922,1,debit_card,1,6852.89
880878,1,debit_card,1,8118.83
436583,1,debit_card,1,2673.73
148584,1,voucher,1,6213.59
380788,1,credit_card,1,2762.34
101175,1,credit_card,1,154.33
101175,2,debit_card,1,271.14
959581,1,voucher,1,978.76
671685,1,debit_card,1,3663.63
595399,1,voucher,1,97.31
595399,2,boleto,1,2142.13
841508,1,credit_card,12,1487.0
775661,1,boleto,1,716.49
509803,1,voucher,1,3468.16
192372,1,credit_card,3,2800.94
142027,1,boleto,1,1442.84
533622,1,boleto,1,1610.89
309720,1,voucher,1,1836.1
714140,1,debit_card,1,4476.81
171499,1,credit_card,1,2529.68
591801,1,credit_card,3,777.65
708361,1,debit_card,1,4695.0
120691,1,debit_card,1,4842.3
107212,1,voucher,1,5188.51
238261,1,credit_card,1,4508.02
793434,1,voucher,1,649.06
237468,1,credit_card,12,2081.67
613902,1,credit_card,3,3025.01
872196,1,voucher,1,794.87
335329,1,debit_card,1,4641.51
400719,1,debit_card,1,1757.96
915933,1,voucher,1,1400.77
284468,1,voucher,1,952.62
594898,1,debit_card,1,944.27
594898,2,debit_card,1,3503.84
468328,1,voucher,1,2370.11
930735,1,voucher,1,1302.75
930735,2,debit_card,1,2960.88
777442,1,credit_card,12,2277.53
749498,1,credit_card,3,3015.65
156117,1,credit_card,6,1777.72
469347,1,voucher,1,6187.84
140591,1,boleto,1,2347.78
808596,1,debit_card,1,1337.06
808596,2,credit_card,1,3110.12
513205,1,credit_card,1,1076.38
907039,1,boleto,1,2720.14
359547,1,debit_card,1,3420.81
484866,1,debit_card,1,3439.44
786859,1,boleto,1,2898.45
711580,1,debit_card,1,6338.19
870211,1,voucher,1,4312.57
996560,1,voucher,1,500.6
377547,1,boleto,1,2583.09
149263,1,credit_card,12,4392.15
542829,1,debit_card,1,4629.08
954612,1,credit_card,1,1636.7
487157,1,voucher,1,2500.7
724599,1,debit_card,1,2394.24
378517,1,boleto,1,4349.69
897759,1,debit_card,1,3228.96
159457,1,voucher,1,1179.54
982212,1,debit_card,1,1612.5
387599,1,boleto,1,936.7
974406,1,debit_card,1,1430.32
823075,1,debit_card,1,1452.72
550948,1,boleto,1,2433.76
514276,1,debit_card,1,2305.2
225948,1,boleto,1,163.99
107812,1,voucher,1,4787.12
328876,1,boleto,1,2220.56
258431,1,boleto,1,3974.38
748007,1,debit_card,1,4064.15
813171,1,credit_card,12,3020.23
652308,1,voucher,1,5293.61
531902,1,voucher,1,1574.29
436683,1,credit_card,1,698.22
906422,1,credit_card,6,4624.94
547380,1,debit_card,1,2473.68
271781,1,credit_card,1,2016.7
145323,1,voucher,1,322.6
442340,1,credit_card,6,1993.57
164563,1,boleto,1,4877.99
458457,1,debit_card,1,213.85
458457,2,credit_card,1,768.9
724057,1,credit_card,1,2953.31
724057,2,debit_card,1,295.65
724057,3,credit_card,1,3299.69
843182,1,boleto,1,3118.7
830554,1,debit_card,1,2561.9
123733,1,voucher,1,4018.33
675624,1,boleto,1,1703.09
967483,1,credit_card,1,130.44
967483,2,boleto,1,130.44
967483,3,boleto,1,594.0
771486,1,credit_card,12,3339.5
487740,1,voucher,1,2736.29
130458,1,credit_card,3,6811.87
973598,1,debit_card,1,5639.53
230688,1,voucher,1,2535.94
143673,1,boleto,1,3899.83
376757,1,debit_card,1,1558.88
682247,1,debit_card,1,2366.84
620330,1,boleto,1,4499.67
328327,1,debit_card,1,3759.49
891333,1,credit_card,1,2216.21
318972,1,boleto,1,2027.25
278238,1,debit_card,1,3115.21
647371,1,boleto,1,273.66
687185,1,voucher,1,708.17
687185,2,debit_card,1,2406.2
836998,1,debit_card,1,5752.7
100085,1,voucher,1,6523.77
335538,1,credit_card,1,3128.09
575883,1,voucher,1,4370.16
204392,1,boleto,1,2601.42
972392,1,credit_card,3,181.9
246520,1,credit_card,1,2210.12
235834,1,voucher,1,4264.06
112352,1,debit_card,1,3663.27
982378,1,voucher,1,486.31
982378,2,voucher,1,3297.74
613691,1,voucher,1,225.5
613691,2,credit_card,3,2295.84
527625,1,debit_card,1,6535.07
703799,1,boleto,1,452.86
869081,1,debit_card,1,864.32
689516,1,voucher,1,4288.89
622649,1,debit_card,1,1168.01
675995,1,credit_card,12,3101.61
143939,1,voucher,1,4680.7
517535,1,debit_card,1,1028.87
561457,1,boleto,1,3318.31
762435,1,boleto,1,471.8
517273,1,boleto,1,2408.54
224711,1,boleto,1,2200.44
312325,1,boleto,1,404.59
903140,1,voucher,1,6845.77
965287,1,voucher,1,2784.06
703659,1,debit_card,1,899.13
604758,1,voucher,1,105.14
604758,2,voucher,1,3330.41
936513,1,credit_card,3,331.08
968952,1,boleto,1,1413.07
604589,1,debit_card,1,1805.75
702959,1,voucher,1,2813.98
276712,1,voucher,1,4695.6
142828,1,voucher,1,3240.95
328882,1,debit_card,1,3398.29
724345,1,voucher,1,1344.57
417458,1,boleto,1,3511.27
764104,1,voucher,1,1414.27
134655,1,debit_card,1,1788.33
763040,1,voucher,1,41.07
318250,1,boleto,1,452.87
448018,1,boleto,1,482.1
448018,2,voucher,1,512.79
448018,3,voucher,1,2863.33
803210,1,debit_card,1,493.46
869309,1,debit_card,1,1539.48
634083,1,credit_card,1,1636.67
189789,1,voucher,1,4358.3
920067,1,credit_card,3,4387.73
963927,1,voucher,1,879.24
963927,2,voucher,1,2216.83
336442,1,credit_card,1,1648.7
955415,1,boleto,1,5340.6
246591,1,voucher,1,3334.05
941205,1,credit_card,1,6908.78
211108,1,credit_card,1,146.59
211108,2,credit_card,1,2759.19
119047,1,debit_card,1,4513.2
151429,1,boleto,1,61.53
536974,1,credit_card,3,3132.71
978421,1,debit_card,1,2977.05
558086,1,debit_card,1,2561.74
449647,1,credit_card,6,2447.8
507681,1,credit_card,12,644.57
940513,1,credit_card,1,1897.11
629399,1,debit_card,1,2093.65
294874,1,voucher,1,780.46
962932,1,credit_card,1,2078.07
696073,1,voucher,1,5114.75
878777,1,credit_card,1,290.95
878777,2,voucher,1,727.57
609195,1,credit_card,6,109.31
609195,2,voucher,1,3301.27
893861,1,credit_card,1,3191.65
935834,1,credit_card,12,3270.1
937576,1,debit_card,1,1076.59
737969,1,debit_card,1,2893.86
257550,1,credit_card,1,1665.22
888163,1,boleto,1,5120.22
729666,1,boleto,1,3887.77
694249,1,credit_card,3,4845.0
888046,1,credit_card,1,3145.03
557755,1,credit_card,12,480.03
557755,2,credit_card,3,845.73
557755,3,debit_card,1,906.8
653740,1,credit_card,3,677.49
683212,1,credit_card,1,1246.43
756379,1,boleto,1,5096.11
703399,1,debit_card,1,4411.82
395118,1,voucher,1,3549.1
536308,1,voucher,1,3204.23
238350,1,boleto,1,1410.62
126233,1,voucher,1,2122.18
585289,1,voucher,1,3167.91
168285,1,boleto,1,5520.02
557240,1,boleto,1,4242.11
538188,1,debit_card,1,3954.23
602059,1,debit_card,1,7458.19
213329,1,debit_card,1,2970.29
981147,1,debit_card,1,116.4
320824,1,debit_card,1,895.6
320824,2,credit_card,1,258.52
320824,3,boleto,1,983.15
565658,1,voucher,1,4296.08
412754,1,credit_card,1,2468.22
806455,1,debit_card,1,2793.08
232319,1,debit_card,1,3495.96
325578,1,debit_card,1,1140.74
805938,1,credit_card,1,4893.48
352270,1,debit_card,1,1816.59
126273,1,debit_card,1,302.14
852576,1,credit_card,1,43.16
471620,1,credit_card,6,4286.38
514045,1,boleto,1,3345.1
986978,1,credit_card,1,7030.66
825122,1,debit_card,1,4304.49
969997,1,boleto,1,1202.72
626163,1,debit_card,1,7221.98
565859,1,boleto,1,491.7
457536,1,debit_card,1,622.71
228424,1,credit_card,12,4467.43
493445,1,debit_card,1,2923.64
984723,1,credit_card,12,22.17
728331,1,debit_card,1,5711.62
677035,1,voucher,1,903.33
861611,1,credit_card,1,612.18
257491,1,debit_card,1,24.27
257491,2,credit_card,12,50.76
456534,1,credit_card,6,422.05
266165,1,debit_card,1,235.08
266165,2,boleto,1,1705.67
724813,1,boleto,1,4910.49
914297,1,credit_card,1,418.28
914297,2,voucher,1,844.84
952862,1,debit_card,1,1792.08
264078,1,boleto,1,934.31
357292,1,boleto,1,2522.86
180608,1,voucher,1,620.2
243051,1,debit_card,1,2534.87
906325,1,boleto,1,4021.97
136635,1,debit_card,1,3033.86
199448,1,debit_card,1,1736.05
806069,1,voucher,1,3639.2
400113,1,debit_card,1,5164.8
980716,1,voucher,1,883.82
834409,1,boleto,1,2100.09
964257,1,debit_card,1,6635.22
331244,1,boleto,1,2031.79
783728,1,debit_card,1,53.34
442488,1,credit_card,12,3903.72
993956,1,boleto,1,3920.36
800058,1,voucher,1,1173.86
803595,1,debit_card,1,6085.73
643029,1,credit_card,6,625.78
643029,2,voucher,1,1025.8
643029,3,credit_card,1,1842.6
815193,1,debit_card,1,3524.28
281807,1,debit_card,1,2655.9
525950,1,boleto,1,5191.73
926591,1,credit_card,1,1742.71
744748,1,debit_card,1,660.58
954031,1,voucher,1,1455.27
918060,1,debit_card,1,1822.4
317913,1,debit_card,1,6237.04
767362,1,debit_card,1,5259.49
635014,1,debit_card,1,894.0
635014,2,debit_card,1,1279.17
903816,1,voucher,1,3323.86
360929,1,boleto,1,3746.37
125950,1,debit_card,1,3785.34
535963,1,boleto,1,162.38
535963,2,boleto,1,145.73
535963,3,debit_card,1,825.99
554917,1,debit_card,1,1801.26
660175,1,voucher,1,873.84
418784,1,boleto,1,1058.02
463656,1,boleto,1,777.02
991200,1,debit_card,1,1807.65
331278,1,credit_card,6,4890.36
672744,1,debit_card,1,6425.44
263607,1,credit_card,1,5368.39
871147,1,credit_card,6,1814.73
181451,1,credit_card,1,4617.61
971230,1,boleto,1,3672.75
846546,1,credit_card,3,2520.44
536985,1,credit_card,3,5997.41
804504,1,voucher,1,4701.13
302629,1,debit_card,1,973.01
259143,1,boleto,1,2218.69
404247,1,debit_card,1,625.75
352984,1,credit_card,12,4868.49
946432,1,boleto,1,4241.97
544629,1,voucher,1,5108.94
791130,1,debit_card,1,1352.67
735029,1,voucher,1,883.02
143648,1,debit_card,1,2539.48
423880,1,voucher,1,2583.0
345449,1,boleto,1,3750.1
118444,1,boleto,1,46.7
118444,2,boleto,1,385.53
118444,3,voucher,1,435.19
588661,1,debit_card,1,1442.84
202380,1,voucher,1,3308.64
792280,1,credit_card,12,7039.41
854520,1,debit_card,1,2760.56
853546,1,boleto,1,2152.53
131447,1,debit_card,1,6445.7
871243,1,voucher,1,6320.77
694120,1,voucher,1,2482.84
281683,1,credit_card,6,186.64
596227,1,credit_card,1,2798.77
536878,1,voucher,1,3508.06
261214,1,credit_card,12,5257.08
301939,1,credit_card,1,3903.79
639330,1,debit_card,1,4500.87
117835,1,debit_card,1,5988.85
587187,1,debit_card,1,3556.79
167577,1,credit_card,6,5004.82
983180,1,credit_card,12,4015.43
474363,1,debit_card,1,2444.66
853536,1,debit_card,1,438.08
815925,1,credit_card,1,1682.29
141652,1,voucher,1,883.4
161500,1,credit_card,6,1768.02
295033,1,boleto,1,1790.38
312295,1,boleto,1,3448.1
128518,1,credit_card,6,5668.88
971114,1,voucher,1,2633.13
570795,1,credit_card,1,3900.94
755999,1,voucher,1,4550.71
355648,1,debit_card,1,6334.14
158881,1,voucher,1,1043.8
370218,1,credit_card,1,1258.07
614227,1,boleto,1,6104.91
148522,1,debit_card,1,11.65
148522,2,debit_card,1,178.78
148522,3,debit_card,1,1639.67
102970,1,debit_card,1,4661.84
626806,1,credit_card,1,1077.55
229251,1,voucher,1,6472.77
260948,1,credit_card,12,2384.7
747512,1,voucher,1,274.7
718637,1,voucher,1,357.03
755468,1,credit_card,3,2874.15
230287,1,voucher,1,208.44
230287,2,credit_card,6,103.34
230287,3,debit_card,1,701.2
166880,1,debit_card,1,1385.76
386293,1,debit_card,1,226.29
386293,2,voucher,1,534.8
244033,1,voucher,1,4033.08
396240,1,boleto,1,1435.04
251627,1,credit_card,12,660.99
346116,1,voucher,1,3242.47
307846,1,debit_card,1,1293.39
846323,1,debit_card,1,1309.89
835511,1,debit_card,1,1180.47
713130,1,credit_card,6,297.45
938769,1,credit_card,1,5189.39
108403,1,credit_card,3,689.23
933544,1,voucher,1,1488.0
627967,1,credit_card,3,3594.8
669072,1,boleto,1,3065.21
595067,1,voucher,1,2379.49
391847,1,debit_card,1,2568.23
333772,1,credit_card,12,2427.14
465243,1,boleto,1,3457.41
969491,1,voucher,1,5500.55
402474,1,boleto,1,808.13
402474,2,credit_card,12,4021.82
796802,1,boleto,1,246.98
796802,2,credit_card,12,1454.39
890743,1,voucher,1,31.35
732617,1,voucher,1,1534.01
333243,1,credit_card,1,2309.88
476016,1,boleto,1,2621.22
839069,1,boleto,1,6141.68
442396,1,debit_card,1,4386.67
524713,1,boleto,1,3079.37
291621,1,voucher,1,2139.77
541295,1,boleto,1,4662.78
329497,1,boleto,1,1987.58
188476,1,voucher,1,4265.64
846366,1,boleto,1,1442.4
646232,1,credit_card,12,1801.07
618868,1,credit_card,1,2819.0
113043,1,credit_card,1,2525.36
837290,1,voucher,1,5780.33
405460,1,boleto,1,1681.16
575968,1,voucher,1,225.34
575968,2,boleto,1,648.33
344999,1,boleto,1,4044.05
846233,1,credit_card,12,5654.63
574617,1,voucher,1,2294.07
574617,2,debit_card,1,1504.95
574617,3,voucher,1,3254.22
479276,1,credit_card,1,678.7
526208,1,debit_card,1,4795.11
617694,1,debit_card,1,5412.74
364723,1,credit_card,3,64.66
364723,2,voucher,1,138.74
233883,1,credit_card,1,2792.39
268136,1,credit_card,12,2281.14
695218,1,credit_card,12,2321.83
770505,1,debit_card,1,2273.2
160979,1,voucher,1,4557.14
771052,1,boleto,1,2577.06
137979,1,debit_card,1,2534.31
313063,1,voucher,1,4716.61
998726,1,debit_card,1,2849.28
952312,1,credit_card,3,537.49
952312,2,voucher,1,755.25
473909,1,voucher,1,935.74
704784,1,credit_card,1,529.87
704784,2,debit_card,1,3376.97
913145,1,boleto,1,140.49
789412,1,boleto,1,62.76
843625,1,voucher,1,2076.85
811771,1,credit_card,1,1194.49
289861,1,credit_card,3,6555.12
687133,1,debit_card,1,2424.07
551297,1,credit_card,1,7830.0
771460,1,debit_card,1,2547.32
501217,1,debit_card,1,752.42
373335,1,voucher,1,1372.23
509594,1,boleto,1,1952.37
237080,1,voucher,1,2582.5
624893,1,voucher,1,6641.69
168113,1,voucher,1,3549.42
817073,1,credit_card,1,2994.13
954047,1,credit_card,1,900.0
309408,1,boleto,1,5531.6
719164,1,debit_card,1,6098.92
242830,1,boleto,1,54.76
242830,2,voucher,1,26.81
242830,3,voucher,1,553.1
152646,1,debit_card,1,4298.08
363030,1,voucher,1,2466.57
236928,1,debit_card,1,862.59
986945,1,boleto,1,977.65
545342,1,debit_card,1,6695.58
612252,1,credit_card,12,1315.79
144971,1,credit_card,1,828.54
771016,1,credit_card,12,198.27
361142,1,debit_card,1,773.55
610201,1,boleto,1,5729.42
530748,1,voucher,1,586.64
574411,1,debit_card,1,5579.61
164022,1,voucher,1,2414.09
910287,1,debit_card,1,632.3
526114,1,voucher,1,4776.59
744100,1,credit_card,3,819.47
424454,1,voucher,1,3665.55
714319,1,credit_card,3,5597.73
625147,1,debit_card,1,574.67
437910,1,voucher,1,4866.6
790308,1,boleto,1,2506.25
645878,1,boleto,1,3890.65
896932,1,boleto,1,4621.07
410863,1,debit_card,1,34.74
735427,1,boleto,1,1586.15
407095,1,boleto,1,2695.44
558778,1,boleto,1,1357.32
696697,1,voucher,1,4894.16
101364,1,boleto,1,26.42
917915,1,credit_card,6,5060.5
380806,1,voucher,1,1282.66
326875,1,boleto,1,1783.38
257978,1,voucher,1,196.69
257978,2,debit_card,1,1873.43
257978,3,boleto,1,2740.21
109063,1,credit_card,12,673.13
881671,1,debit_card,1,840.55
745761,1,debit_card,1,3023.22
397811,1,boleto,1,1771.1
349164,1,debit_card,1,2017.33
609538,1,credit_card,6,3134.6
516749,1,debit_card,1,3395.94
304348,1,debit_card,1,75.89
381448,1,voucher,1,75.35
892049,1,debit_card,1,3134.33
500089,1,voucher,1,2836.25
104977,1,debit_card,1,849.62
701276,1,credit_card,6,2187.47
643908,1,debit_card,1,6163.11
117330,1,voucher,1,2182.11
926542,1,credit_card,12,1571.08
809616,1,debit_card,1,516.94
840351,1,debit_card,1,589.6
840351,2,boleto,1,2737.07
999009,1,credit_card,3,1552.62
571878,1,boleto,1,4879.13
190449,1,voucher,1,2465.75
218044,1,boleto,1,1691.49
127746,1,boleto,1,1647.22
262776,1,debit_card,1,1856.75
333634,1,voucher,1,2500.91
816214,1,voucher,1,1056.16
218403,1,credit_card,12,80.93
259782,1,boleto,1,5473.1
195164,1,voucher,1,2336.21
305147,1,debit_card,1,1902.34
480010,1,voucher,1,6316.82
745793,1,credit_card,1,2678.94
212766,1,boleto,1,3334.14
111212,1,voucher,1,5673.57
334666,1,credit_card,12,3115.85
200737,1,voucher,1,1705.56
573814,1,debit_card,1,3399.28
490068,1,boleto,1,1051.03
940092,1,voucher,1,5379.64
604857,1,debit_card,1,1328.14
382082,1,boleto,1,10.08
382082,2,credit_card,1,6.26
382082,3,credit_card,12,25.04
292727,1,debit_card,1,1960.47
179345,1,debit_card,1,1848.59
772121,1,debit_card,1,3776.98
119340,1,voucher,1,3250.54
380287,1,boleto,1,518.7
499661,1,debit_card,1,2325.37
293798,1,voucher,1,3447.37
164640,1,boleto,1,1734.93
922197,1,voucher,1,199.88
842100,1,credit_card,6,2796.18
819930,1,boleto,1,4701.82
908305,1,credit_card,1,2828.04
102398,1,voucher,1,1963.75
835377,1,debit_card,1,80.41
390452,1,credit_card,1,1270.27
252536,1,debit_card,1,4090.7
625346,1,credit_card,3,3458.78
687569,1,boleto,1,3407.51
650728,1,credit_card,1,1207.64
156909,1,boleto,1,1243.42
975171,1,voucher,1,2427.46
279412,1,debit_card,1,2562.8
755326,1,voucher,1,4016.06
587433,1,voucher,1,3123.59
440705,1,voucher,1,4473.83
557030,1,credit_card,3,980.11
557030,2,voucher,1,3363.1
211010,1,debit_card,1,1143.46
234226,1,debit_card,1,2573.83
157555,1,credit_card,6,5650.47
122873,1,voucher,1,4068.14
171148,1,voucher,1,2190.8
256801,1,debit_card,1,838.07
585874,1,boleto,1,974.26
585874,2,boleto,1,1479.73
585874,3,credit_card,3,2109.58
695933,1,boleto,1,1992.54
506128,1,voucher,1,1796.85
365013,1,debit_card,1,321.54
365013,2,credit_card,1,1909.07
150243,1,credit_card,12,3151.82
863771,1,debit_card,1,2344.22
922471,1,boleto,1,2554.37
545690,1,credit_card,3,3654.8
342637,1,credit_card,12,4041.47
128438,1,credit_card,6,83.28
128438,2,voucher,1,1091.74
163052,1,voucher,1,1680.03
703110,1,credit_card,12,3670.46
546998,1,boleto,1,1676.26
386051,1,credit_card,12,6255.07
173245,1,boleto,1,1485.94
694872,1,boleto,1,5287.05
203902,1,voucher,1,941.42
558532,1,boleto,1,1502.71
227028,1,debit_card,1,2578.32
846479,1,credit_card,1,765.18
846479,2,voucher,1,4469.21
799765,1,credit_card,12,5588.38
523784,1,credit_card,3,3600.22
353698,1,debit_card,1,1707.2
955851,1,debit_card,1,1280.94
197768,1,debit_card,1,5807.99
420610,1,boleto,1,826.41
420610,2,voucher,1,100.34
420610,3,voucher,1,1160.28
242351,1,debit_card,1,2642.82
556892,1,boleto,1,1028.5
778206,1,boleto,1,3061.77
964172,1,debit_card,1,1477.03
426019,1,boleto,1,1268.58
637548,1,boleto,1,1987.89
130404,1,debit_card,1,3285.22
242601,1,debit_card,1,1180.23
954554,1,voucher,1,4988.39
706191,1,debit_card,1,108.69
706191,2,debit_card,1,1204.13
791404,1,debit_card,1,3008.23
384246,1,debit_card,1,1119.56
465726,1,boleto,1,979.17
886672,1,debit_card,1,3104.0
949892,1,credit_card,6,1179.3
657683,1,debit_card,1,1352.39
384471,1,boleto,1,1796.45
384471,2,boleto,1,239.49
384471,3,credit_card,6,3601.81
514211,1,voucher,1,3769.69
332521,1,voucher,1,674.75
332521,2,voucher,1,175.95
332521,3,boleto,1,2835.37
832614,1,credit_card,3,538.88
832614,2,boleto,1,2302.26
248393,1,debit_card,1,3702.96
414975,1,voucher,1,1491.17
334066,1,debit_card,1,1274.57
342204,1,boleto,1,1886.35
898640,1,boleto,1,3350.07
284401,1,boleto,1,663.94
